1638,14,4.512462379103658
4124,5,4.32001247988658
1828,14,4.777544661150071
376,5,4.403454258995546
3332,14,4.507731227885221
3268,14,4.13327109907028
5010,14,4.9880063972435496
2352,0,5.100676491890164
1582,0,5.011199565655781
2890,0,4.769077241592385
4288,5,3.6642874466325286
2368,14,4.670120217895322
5089,14,4.732306217058392
2233,14,5.465712690673585
2604,5,4.351739837097984
1401,14,4.665552242425108
279,14,4.4484066503818775
1769,14,5.315744457839514
2949,0,3.9863034787451723
444,0,4.396553316405544
409,14,4.9738448443320795
831,14,4.7453460490978445
4874,5,3.966802167574392
1340,14,4.903112958157019
3794,0,4.250095135052246
920,0,2.7521503723416516
2445,14,4.760091744625869
4142,5,3.458831733592482
3273,14,4.488528683397232
2702,14,4.941090564604992
3548,14,4.112173337539233
1853,12,4.460831752844401
2496,14,4.892057162888579
222,14,4.908371844448268
1323,14,4.586098173938705
2511,5,4.197223106157264
3816,14,5.093769869616761
4552,14,4.16590129675156
4731,0,5.25847466143118
3930,14,4.656774373434168
4118,5,5.068420024920614
4783,14,3.8414727153283104
4452,0,4.951490761832158
4998,14,3.5380151128830395
208,0,4.808645980043449
3551,5,4.181047729178559
3628,14,3.0917425825838856
3447,12,4.835785237919184
1296,0,5.141842545623148
4301,5,4.940776191220596
2397,14,4.858231276291999
4949,14,4.858333157418654
2712,14,4.626933898625482
2740,5,4.188640286987705
1820,0,4.857508325102352
1212,0,4.470095737501434
3013,14,3.6866183350829624
4076,12,5.207625406779608
4910,14,5.059761830219369
461,5,3.7594597280140216
4424,0,5.297926000065747
482,5,5.378604146417618
1036,14,5.060359218519164
958,14,4.723336493449771
2991,5,3.4799494688220682
2064,12,4.37492137723779
4717,14,4.778125914635913
2324,5,4.923499045857042
2535,14,4.405255106477412
4527,0,5.629036683519683
1119,5,5.195711515928
4476,5,4.339119793239586
4348,14,4.438276439599294
4194,14,4.592502030222265
484,14,5.041361896755497
964,14,4.506373798633087
2032,0,4.534913765607929
4292,0,4.7346750356859495
3711,14,4.708357475186237
359,5,4.03006152253186
4931,5,5.683498778525309
815,0,5.252157850881233
395,14,4.529091544795179
1894,14,4.5589723618622395
4427,5,6.122071074892297
965,5,4.2919313332264375
3593,12,4.8960515651370855
3612,14,4.727098224301383
2927,0,4.630789787605976
688,5,5.35071992581267
2667,5,3.894146501368502
4282,14,4.995618696240597
4544,14,4.044316099906944
2875,1,4.3510163856289426
5072,0,5.048311744569226
3387,14,4.969047607746602
3187,5,4.910612331504149
4005,1,4.93664478380052
2414,14,5.24645430591896
2304,14,4.882487830467057
1982,0,4.66663041909621
2887,12,4.772737409108696
4637,14,4.8925187959573835
2067,14,4.541861703562628
1825,0,4.1296393489680865
881,5,5.388217483185409
2172,14,5.296895229010386
2044,5,5.345901647272784
1297,5,3.84539512643423
209,14,4.352289382296588
1125,5,5.553252590347757
3601,0,5.751738108570477
4618,12,4.725439171986017
263,0,3.586648025412882
2363,0,4.36120565770931
2851,0,4.855509533503577
426,0,4.445026917246743
829,14,5.1087160579325825
